Title,Artist,Year,Genre,Popularity,track_id
Pardon Me (Lil Yachty feat. Future & Mike WiLL Made-It),Lil Yachty,2020,rap,73,2058
Parę Kulek,Sentino,2020,rap,46,2059
Banda,Szczyl,2020,rap,46,2060
Come & Go (with Marshmello),Juice WRLD,2020,rap,75,2061
For The Night (feat. Lil Baby & DaBaby),Pop Smoke,2020,rap,75,2062
Camelot,NLE Choppa,2020,rap,70,2063
In The Air,Destroy Lonely,2020,rap,65,2064
WAP (feat. Megan Thee Stallion),Cardi B,2020,rap,76,2065
Meh,Playboi Carti,2020,rap,65,2066
Mood Swings (feat. Lil Tjay),Pop Smoke,2020,rap,76,2067
Martin & Gina,Polo G,2020,rap,77,2068
Stay High,Juice WRLD,2020,rap,74,2069
Za mało,nath,2020,rap,44,2070
ROCKSTAR (feat. Roddy Ricch),DaBaby,2020,rap,74,2071
Falling,Trevor Daniel,2020,rap,76,2072
Element,Pop Smoke,2020,rap,72,2073
Chaos,Kacper HTA,2020,rap,45,2074
Get Back,Pop Smoke,2020,rap,67,2075
GOOBA,6ix9ine,2020,rap,67,2076
Silly Watch,Lil Uzi Vert,2020,rap,70,2077
Got It On Me,Pop Smoke,2020,rap,71,2078
Go Stupid,Polo G,2020,rap,73,2079
Danse Macabre,Veason,2020,rap,44,2080
Go2DaMoon (feat. Kanye West),Playboi Carti,2020,rap,66,2081
Omerta,Hodak,2020,rap,44,2082
DOLLAZ ON MY HEAD (feat. Young Thug),Gunna,2020,rap,72,2083
Diabeł,Dedis,2020,rap,44,2084
Life Is Good (feat. Drake),Future,2020,rap,72,2085
Brak Słów,Sentino,2020,rap,43,2086
Good Days,SZA,2020,rap,76,2087
That Just Isn't Empirically Possible,$uicideboy$,2020,rap,71,2088
Suicidal (feat. Juice WRLD) - Remix,YNW Melly,2020,rap,73,2089
Chicago Freestyle (feat. Giveon),Drake,2020,rap,77,2090
Righteous,Juice WRLD,2020,rap,72,2091
Milion (feat. Popek),Major SPZ,2020,rap,43,2092
Him & I,G-Eazy,2020,rap,65,2093
Party Girl,StaySolidRocky,2020,rap,69,2094
Przyjaciele,Dedis,2020,rap,43,2095
Coffin,Lil Yachty,2020,rap,69,2096
Sedno,Wiśnia Bakajoko,2020,rap,43,2097
WHATS POPPIN,Jack Harlow,2020,rap,72,2098
Insomnia,Kacper HTA,2020,rap,43,2099
Laugh Now Cry Later (feat. Lil Durk),Drake,2020,rap,76,2100
Blueberry Faygo,Lil Mosey,2020,rap,73,2101
Walk Em Down (feat. Roddy Ricch),NLE Choppa,2020,rap,71,2102
Onna Come Up,Lil Eazzyy,2020,rap,67,2103
przejmujemy jutuby,WIP Bros,2020,rap,42,2104
Mona Lisa,Kali,2020,rap,42,2105
Blue Bills (feat. $NOT & Fenix Flexin),DJ Scheme,2020,rap,65,2106
umiera,27.Fuckdemons,2020,rap,42,2107
Broke In A Minute,Tory Lanez,2020,rap,73,2108
Cisza na planie,Wiśnia Bakajoko,2020,rap,42,2109
Too Comfortable,Future,2020,rap,71,2110
Blue World,Mac Miller,2020,rap,74,2111
4K,El Alfa,2020,rap,75,2112
Myron,Lil Uzi Vert,2020,rap,68,2113
Not You Too (feat. Chris Brown),Drake,2020,rap,77,2114
Terapia,Mortal,2020,rap,42,2115
Toosie Slide,Drake,2020,rap,70,2116
Hard To Choose One,Future,2020,rap,70,2117
Intro,Cheatz,2020,rap,41,2118
Отечество казённое,Gio Pika,2020,rap,66,2119
Po Co Mi Te Marzenia,Veason,2020,rap,41,2120
Puk! Puk!,Kali,2020,rap,42,2121
Control,Playboi Carti,2020,rap,62,2122
Beno!,Playboi Carti,2020,rap,63,2123
Out Of Love (feat. Internet Money),Lil Tecca,2020,rap,70,2124
nie zmienił cie czas,Doli,2020,rap,41,2125
Back Again (feat. Lil Durk),King Von,2020,rap,71,2126
Dvd,Mlodyskiny,2020,rap,41,2127
Yattamam,QueQuality,2020,rap,41,2128
Slay3r,Playboi Carti,2020,rap,62,2129
MARCELINE,Lil God Dan,2020,rap,65,2130
Fame,Sentino,2020,rap,41,2131
Oni albo ja,Sentino,2020,rap,40,2132
Z całych sił,Epis DYM KNF,2020,rap,41,2133
Dłoń do dłoni czy broń na skroń?,ERES,2020,rap,41,2134
Place,Playboi Carti,2020,rap,66,2135
Il Duce,Sentino,2020,rap,40,2136
TOP FLOOR (feat. Travis Scott),Gunna,2020,rap,67,2137
Tam gdzie wy (Pepsi Taste The Beat),Kali,2020,rap,40,2138
GIRL LIKE ME,Black Eyed Peas,2020,rap,47,2139
New N3on,Playboi Carti,2020,rap,63,2140
M3tamorphosis (feat. Kid Cudi),Playboi Carti,2020,rap,62,2141
Whippin',Rusina,2020,rap,40,2142
Die4Guy,Playboi Carti,2020,rap,61,2143
3 A.M.,King Von,2020,rap,68,2144
Rany,E V,2020,rap,40,2145
Life Is Good (feat. Drake),Future,2020,rap,68,2146
Fuck System,Kali,2020,rap,41,2147
Been Away,Brent Faiyaz,2020,rap,76,2148
Hate The Other Side (with Marshmello & The Kid Laroi),Juice WRLD,2020,rap,70,2149
We Paid (feat. 42 Dugg),Lil Baby,2020,rap,72,2150
JumpOutTheHouse,Playboi Carti,2020,rap,61,2151
Shakira!,1nonly,2020,rap,64,2152
Gangstas,Pop Smoke,2020,rap,66,2153
Tylko Przyjaciel,Obco,2020,rap,40,2154
Que Pasa,QueQuality,2020,rap,40,2155
Gleesh Place,King Von,2020,rap,66,2156
Man Of The Year,Juice WRLD,2020,rap,68,2157
powoli umieram,margiela,2020,rap,40,2158
Toosie Slide,Drake,2020,rap,68,2159
MAMACITA,Black Eyed Peas,2020,rap,62,2160
’08 ford,Hubert.,2020,rap,39,2161
King Vamp,Playboi Carti,2020,rap,60,2162
21,Polo G,2020,rap,71,2163
Blueberry Faygo,Lil Mosey,2020,rap,69,2164
PTSD,G Herbo,2020,rap,70,2165
Toast Toast,Szczyl,2020,rap,40,2166
Woods,Mac Miller,2020,rap,71,2167
Still Trappin',Lil Durk,2020,rap,67,2168
Time Flies,Drake,2020,rap,73,2169
prawy brzeg,Hubert.,2020,rap,39,2170
Peron zaspanych,Jarecki ZDW,2020,rap,40,2171
Ride,King Von,2020,rap,69,2172
CUT STORY,Epis DYM KNF,2020,rap,40,2173
DarkShadowBlunts,BONES,2020,rap,64,2174
Kiedy łapie wena,Wiśnia Bakajoko,2020,rap,39,2175
Slidin,21 Savage,2020,rap,66,2176
Czarna chmura,Sentino,2020,rap,39,2177
Blood On My Jeans,Juice WRLD,2020,rap,68,2178
"Step Armia (feat. Vin Vinci, Kafar Dix37, Dawid Obserwator, Bezczel, Śliwa, Rufuz)",Dedis,2020,rap,40,2179
2 A.M.,King Von,2020,rap,66,2180
Pokochaj Mnie,Obco,2020,rap,39,2181
Smile (with The Weeknd),Juice WRLD,2020,rap,69,2182
spadająca gwiazda,Doli,2020,rap,39,2183
Za Tobą w ogień,E V,2020,rap,39,2184
Ona jest upalona - Remix,Veason,2020,rap,40,2185
Flex (feat. Juice WRLD),Polo G,2020,rap,69,2186
Sum 2 Prove,Lil Baby,2020,rap,72,2187
Excitement,Trippie Redd,2020,rap,73,2188
paranoja,Doli,2020,rap,39,2189
All These Niggas (feat. Lil Durk),King Von,2020,rap,68,2190
Teen X (feat. Future),Playboi Carti,2020,rap,60,2191
GIRL LIKE ME,Black Eyed Peas,2020,rap,52,2192
Mr. Glock,Key Glock,2020,rap,71,2193
Texture - Remastered,MiyaGi,2020,rap,60,2194
The Woo (feat. 50 Cent & Roddy Ricch),Pop Smoke,2020,rap,69,2195
Ona i ja,TKM,2020,rap,39,2196
Mannequin (feat. Lil Tjay),Pop Smoke,2020,rap,62,2197
Knock Knock,SoFaygo,2020,rap,65,2198
Wrog u bram,QueQuality,2020,rap,38,2199
Had Enough (feat. Quavo & Offset),Don Toliver,2020,rap,66,2200
Punk Monk,Playboi Carti,2020,rap,59,2201
GASSS (feat. Young Multi),matiskater,2020,rap,38,2202
Good News,Mac Miller,2020,rap,71,2203
Demon,King Von,2020,rap,65,2204
No Sl33p,Playboi Carti,2020,rap,59,2205
De fakto,Jarecki ZDW,2020,rap,39,2206
Piękne suki ranią,Kapitalny,2020,rap,38,2207
Pod palcami,Piotr Cartman,2020,rap,38,2208
GOSHA,$NOT,2020,rap,65,2209
Not PLaying,Playboi Carti,2020,rap,60,2210
Fed Up,Ghostemane,2020,rap,66,2211
AntyGucci,Dawid Obserwator,2020,rap,38,2212
Special,Epis DYM KNF,2020,rap,38,2213
4:54 (Czwarta Nieprzespana Noc),EmKaTus,2020,rap,38,2214
Such a Whore (Stellular Remix),JVLA,2020,rap,64,2215
Avatar (feat. King Von),Lil Loaded,2020,rap,60,2216
Czarne Kabaretki - Remix,ERES,2020,rap,38,2217
F33l Lik3 Dyin,Playboi Carti,2020,rap,58,2218
Czutka,Jarecki ZDW,2020,rap,38,2219
Diabeł,Dedis,2020,rap,37,2220
Ashes,BONES,2020,rap,61,2221
"FRANCHISE (feat. Future, Young Thug & M.I.A.) - REMIX",Travis Scott,2020,rap,60,2222
Echo,Kali,2020,rap,37,2223
Putrid Pride,$uicideboy$,2020,rap,67,2224
Can't Die,Juice WRLD,2020,rap,63,2225
What the Fuck is Happening,$uicideboy$,2020,rap,65,2226
POPSTAR (feat. Drake),DJ Khaled,2020,rap,67,2227
Tyler Herro,Jack Harlow,2020,rap,68,2228
Sorrows,Bryson Tiller,2020,rap,77,2229
Me and You,Cold Hart,2020,rap,61,2230
Low Down,Lil Baby,2020,rap,72,2231
Fighting Demons,Juice WRLD,2020,rap,65,2232
Brudne wnętrza,E V,2020,rap,37,2233
Drankin N Smokin,Future,2020,rap,69,2234
Whoopty,CJ,2020,rap,64,2235
Baby Pluto,Lil Uzi Vert,2020,rap,64,2236
Timberlake,BONES,2020,rap,58,2237
Life's A Mess (feat. Halsey),Juice WRLD,2020,rap,68,2238
Broken,Lund,2020,rap,66,2239
Legenda,Sentino,2020,rap,36,2240
P2,Lil Uzi Vert,2020,rap,63,2241
The Code (feat. Polo G),King Von,2020,rap,65,2242
Need It,Migos,2020,rap,65,2243
200 FOR LUNCH,Gunna,2020,rap,67,2244
Reality Surf,Bladee,2020,rap,58,2245
Jedna minuta,Sulin,2020,rap,37,2246
Blastoff (feat. Juice WRLD),Internet Money,2020,rap,68,2247
Bad Energy,Juice WRLD,2020,rap,65,2248
Show Out (with Skepta & Pop Smoke),Kid Cudi,2020,rap,61,2249
@ MEH,Playboi Carti,2020,rap,59,2250
Right Foot Creep,YoungBoy Never Broke Again,2020,rap,61,2251
Ash Kaashh,1nonly,2020,rap,60,2252
Dough,Key Glock,2020,rap,68,2253
Up Up And Away,Juice WRLD,2020,rap,65,2254
RIP Luv,21 Savage,2020,rap,64,2255
Yessirskiii,Lil Uzi Vert,2020,rap,64,2256
Solitaires (feat. Travis Scott),Future,2020,rap,61,2257
Titanic,Juice WRLD,2020,rap,64,2258
my ex's best friend (with blackbear),mgk,2020,rap,72,2259
Burn It (feat. MAX),Agust D,2020,rap,65,2260
Devil's Work,Freddie Dredd,2020,rap,62,2261
Michigan,Chavo,2020,rap,64,2262
ALL GIRLS ARE THE SAME,RØNIN,2020,rap,61,2263
"327 (feat. Tyler, The Creator & Billie Essco)",Westside Gunn,2020,rap,63,2264
Turks (with Gunna & ft. Travis Scott),NAV,2020,rap,65,2265
Shake The Room (feat. Quavo),Pop Smoke,2020,rap,62,2266
i can see clearly,Lil Darkie,2020,rap,68,2267
Wolves (feat. Post Malone),Big Sean,2020,rap,66,2268
Savage,Megan Thee Stallion,2020,rap,66,2269
Circles,Mac Miller,2020,rap,67,2270
White Tee (with NO1-NOAH),Summer Walker,2020,rap,65,2271
Took Her To The O,King Von,2020,rap,63,2272
Wayne's Story,King Von,2020,rap,63,2273
E-ER (feat. Lil Yachty),DJ Scheme,2020,rap,65,2274
Word on the Streets,Key Glock,2020,rap,69,2275
Reminds Me Of You,Juice WRLD,2020,rap,66,2276
Die Very Rough,Mario Judah,2020,rap,61,2277
Bean (Kobe) [feat. Chief Keef],Lil Uzi Vert,2020,rap,62,2278
People,Agust D,2020,rap,66,2279
3 Headed Goat (feat. Lil Baby & Polo G),Lil Durk,2020,rap,69,2280
Paparazzi,Kim Dracula,2020,rap,61,2281
"WHATS POPPIN (feat. DaBaby, Tory Lanez & Lil Wayne) - Remix",Jack Harlow,2020,rap,66,2282
6locc 6a6y (feat. NLE Choppa) - Remix,Lil Loaded,2020,rap,57,2283
RITMO (Bad Boys For Life),Black Eyed Peas,2020,rap,63,2284
Papi Chulo,Octavian,2020,rap,61,2285
Surf,Mac Miller,2020,rap,67,2286
TROLLZ,6ix9ine,2020,rap,60,2287
Protect The Land,System Of A Down,2020,rap,60,2288
Heartless (feat. Mustard),Polo G,2020,rap,66,2289
Body,Megan Thee Stallion,2020,rap,68,2290
Dancing in My Room,347aidan,2020,rap,65,2291
War (feat. Lil Tjay) - Bonus,Pop Smoke,2020,rap,61,2292
Shotta Flow 5,NLE Choppa,2020,rap,59,2293
I Want It,Juice WRLD,2020,rap,62,2294
MET GALA,Gunna,2020,rap,67,2295
Go Crazy,Chris Brown,2020,rap,72,2296
GREECE (feat. Drake),DJ Khaled,2020,rap,68,2297
Mr. Right Now (feat. Drake),21 Savage,2020,rap,66,2298
Grace (feat. 42 Dugg),Lil Baby,2020,rap,71,2299
How It Go,King Von,2020,rap,60,2300
On Me,Lil Baby,2020,rap,71,2301
Son Of A Gun,Key Glock,2020,rap,61,2302
No Photos,Don Toliver,2020,rap,60,2303
Higher,Eminem,2020,rap,62,2304
Hand Me Downs,Mac Miller,2020,rap,67,2305
Creature (feat. Swae Lee),Pop Smoke,2020,rap,57,2306
Lo Mein,Lil Uzi Vert,2020,rap,64,2307
Screw Juice,Juice WRLD,2020,rap,61,2308
Tell Me U Luv Me (with Trippie Redd),Juice WRLD,2020,rap,62,2309
Hotel Lobby,Pop Smoke,2020,rap,60,2310
Prices,Lil Uzi Vert,2020,rap,62,2311
Futsal Shuffle 2020 - Bonus Track,Lil Uzi Vert,2020,rap,58,2312
Broke Opps,King Von,2020,rap,59,2313
Tequila Shots,Kid Cudi,2020,rap,64,2314
Lovely,1nonly,2020,rap,59,2315
Airwaves,Pashanim,2020,rap,68,2316
MAMACITA,Black Eyed Peas,2020,rap,57,2317
Can't Feel My Legs,Don Toliver,2020,rap,61,2318
Zodiac Killer,Khalil?,2020,rap,64,2319
Skechers,DripReport,2020,rap,65,2320
Still Be Friends (feat. Tory Lanez & Tyga),G-Eazy,2020,rap,61,2321
bloody valentine,mgk,2020,rap,68,2322
Mine Too,King Von,2020,rap,58,2323
RedAlert,BONES,2020,rap,56,2324
forget me too (feat. Halsey),mgk,2020,rap,68,2325
I WANNA SEE SOME ASS (feat. jetsonmade),Jack Harlow,2020,rap,64,2326
By the Sword,iamjakehill,2020,rap,60,2327
"Whats Poppin (feat. DaBaby, Tory Lanez & Lil Wayne) [Remix] - Bonus Track",Jack Harlow,2020,rap,63,2328
Genocidal Humanoidz,System Of A Down,2020,rap,59,2329
Weight On Me,Sheff G,2020,rap,67,2330
I Know,Polo G,2020,rap,67,2331
Such a Whore,JVLA,2020,rap,57,2332
"Ego Death (feat. Kanye West, FKA twigs & Skrillex)",Ty Dolla $ign,2020,rap,61,2333
Кино,MACAN,2020,rap,55,2334
Brand New Draco,21 Savage,2020,rap,61,2335
"Something to Rap About (feat. Tyler, The Creator)",Freddie Gibbs,2020,rap,63,2336
Psycho!,MASN,2020,rap,57,2337
All Dogs Go to Heaven,$uicideboy$,2020,rap,59,2338
Heatin Up (feat. Gunna),Lil Baby,2020,rap,65,2339
The fo Five,Ramirez,2020,rap,61,2340
СТРАНА ЧУДЕС,ТЯЖЁЛАЯ АТЛЕТИКА,2020,rap,50,2341
Aim For The Moon (feat. Quavo),Pop Smoke,2020,rap,57,2342
The Law of Recognition,KYSLINGO,2020,rap,61,2343
Why He Told,King Von,2020,rap,61,2344
GTA,King Von,2020,rap,58,2345
banana pie,Lil Darkie,2020,rap,63,2346
WTH,Freddie Dredd,2020,rap,57,2347
Perc Popper,Shoreline Mafia,2020,rap,66,2348
28 (feat. NiiHWA),Agust D,2020,rap,61,2349
Imperfections (Interlude),Pop Smoke,2020,rap,65,2350
Woah,Lil Baby,2020,rap,66,2351
Euphoria (feat. Travis Scott & Kaash Paige),Don Toliver,2020,rap,60,2352
Molotov,BONES,2020,rap,54,2353
Commercial (feat. Lil Uzi Vert),Lil Baby,2020,rap,64,2354
Funeral,Sematary,2020,rap,51,2355
NASTY GIRL / ON CAMERA,Gunna,2020,rap,64,2356
Dead Man Walking,Brent Faiyaz,2020,rap,65,2357
ULTRA VIOLET,Thouxanbanfauni,2020,rap,58,2358
Pikachu,Yung Lean,2020,rap,50,2359
Those Kinda Nights (feat. Ed Sheeran),Eminem,2020,rap,60,2360
YAYA,6ix9ine,2020,rap,51,2361
Богатство,KRBK,2020,rap,50,2362
Sum 2 Prove,Lil Baby,2020,rap,64,2363
Слушателю,KRBK,2020,rap,51,2364
I Am What I Am (feat. Fivio Foreign),King Von,2020,rap,58,2365
oops!,Yung Gravy,2020,rap,64,2366
Desires (with Future),Drake,2020,rap,64,2367
In The Party,Flo Milli,2020,rap,62,2368
Beef FloMix,Flo Milli,2020,rap,63,2369
Said N Done,21 Savage,2020,rap,58,2370
44 BullDog,Pop Smoke,2020,rap,57,2371
PERSIAN RUGS,PARTYNEXTDOOR,2020,rap,71,2372
Down Me,King Von,2020,rap,60,2373
White Tee (with NO1-NOAH),Summer Walker,2020,rap,62,2374
Foreigner (feat. A Boogie Wit da Hoodie),Pop Smoke,2020,rap,55,2375
Never Love Again,Eminem,2020,rap,59,2376
Tic Tac,Future,2020,rap,56,2377
Costa Rica (feat. The Kid LAROI) - Remix,Bankrol Hayden,2020,rap,62,2378
"Speed Me Up (with Ty Dolla $ign, Lil Yachty & Sueco the Child)",Wiz Khalifa,2020,rap,62,2379
SkeletonRaps,BONES,2020,rap,55,2380
Paranoia (feat. Gunna & Young Thug),Pop Smoke,2020,rap,62,2381
Emotionally Scarred,Lil Baby,2020,rap,70,2382
imma,bbno$,2020,rap,55,2383
Moon & Stars (feat. Maggie Lindemann),$NOT,2020,rap,59,2384
Hit Different,SZA,2020,rap,69,2385
STREET SWEEPER (feat. Future),Gunna,2020,rap,60,2386
No Opp Left Behind,21 Savage,2020,rap,59,2387
Temperature Rising,Tory Lanez,2020,rap,57,2388
BLINDFOLD (feat. Lil Baby),Gunna,2020,rap,63,2389
Tyler Herro,Jack Harlow,2020,rap,60,2390
My Dawg,21 Savage,2020,rap,56,2391
Isis (feat. Logic),Joyner Lucas,2020,rap,65,2392
CHALICE OF MIND,Yabujin,2020,rap,50,2393
Zeus (feat. White Gold),Eminem,2020,rap,60,2394
Secrets,A Boogie Wit da Hoodie,2020,rap,70,2395
Cry Baby (feat. DaBaby),Megan Thee Stallion,2020,rap,65,2396
Deep End Freestyle,Sleepy Hallow,2020,rap,62,2397
For A Minute,WizTheMc,2020,rap,54,2398
"You Gon’ Learn (feat. Royce Da 5'9"" & White Gold)",Eminem,2020,rap,59,2399
Right,Mac Miller,2020,rap,61,2400
WUNNA,Gunna,2020,rap,60,2401
Moonlight,Agust D,2020,rap,61,2402
ONE WATCH (feat. Young Thug),Gunna,2020,rap,55,2403
Leave Me Alone,Thekidszn,2020,rap,61,2404
Spicy (feat. Post Malone),Ty Dolla $ign,2020,rap,63,2405
rap music,Lil Darkie,2020,rap,60,2406
Godzilla (feat. Juice WRLD),Eminem,2020,rap,61,2407
Ohms,Deftones,2020,rap,61,2408
Long Nights,6LACK,2020,rap,59,2409
"Suburban, Pt. 2",22Gz,2020,rap,59,2410
Molly,Sleepy Hallow,2020,rap,65,2411
Фантом,KRBK,2020,rap,47,2412
Sick and Tired (feat. Machine Gun Kelly & Travis Barker),iann dior,2020,rap,64,2413
Turks (feat. Travis Scott),NAV,2020,rap,60,2414
Lock It Up (feat. Anderson .Paak),Eminem,2020,rap,58,2415
Lets Link,WhoHeem,2020,rap,60,2416
BookBag 2.0 (feat. Polo G),BigKayBeezy,2020,rap,64,2417
Crocko Laco,Ulukmanapo,2020,rap,50,2418
Denzel W.,Ulukmanapo,2020,rap,53,2419
Oh Whou,kizaru,2020,rap,47,2420
Panic,From Ashes to New,2020,rap,60,2421
Like Me (feat. iann dior),$NOT,2020,rap,57,2422
Toxic,Kehlani,2020,rap,68,2423
Walk Em Down (feat. Roddy Ricch),NLE Choppa,2020,rap,60,2424
One Last Look at the Damage,$uicideboy$,2020,rap,56,2425
Bigger Than Life,Lil Uzi Vert,2020,rap,58,2426
Side by Side,BewhY,2020,rap,50,2427
I Heard You Were Looking for Me,Night Lovell,2020,rap,52,2428
Enjoy Yourself (feat. Karol G),Pop Smoke,2020,rap,61,2429
Lost,Chri$tian Gate$,2020,rap,61,2430
Narrow Road (feat. Lil Baby),NLE Choppa,2020,rap,56,2431
Don't Look At Me,POORSTACY,2020,rap,55,2432
Hate Me!,MASN,2020,rap,57,2433
drunk face,mgk,2020,rap,64,2434
What do you think?,Agust D,2020,rap,58,2435
No Sucker (feat. Moneybagg Yo),Lil Baby,2020,rap,66,2436
Demons and Monsters,347aidan,2020,rap,58,2437
JoJo Pose,Apollo Fresh,2020,rap,57,2438
Dear my friend (feat. Kim Jong Wan of NELL),Agust D,2020,rap,59,2439
Shoot It Out,Jdot Breezy,2020,rap,66,2440
Убей меня,Midix,2020,rap,49,2441
Chosen (feat. Ty Dolla $ign),Blxst,2020,rap,69,2442
That Way - Bonus Track,Lil Uzi Vert,2020,rap,57,2443
Sugar,Flo Rida,2020,rap,60,2444
Next To You,Bryson Tiller,2020,rap,69,2445
Strange (feat. RM),Agust D,2020,rap,58,2446
Bande organisée,Kofs,2020,rap,66,2447
Пальма,KRBK,2020,rap,46,2448
"No Suburban, Pt. 2",Sheff G,2020,rap,62,2449
Kacey Talk,YoungBoy Never Broke Again,2020,rap,63,2450
Accepting My Flaws,Future,2020,rap,58,2451
"Me, Myself & I",G-Eazy,2020,rap,51,2452
Captain Hook,Megan Thee Stallion,2020,rap,62,2453
Genesis,Deftones,2020,rap,58,2454
D4L,Future,2020,rap,57,2455
COOLER THAN A BITCH (feat. Roddy Ricch),Gunna,2020,rap,60,2456
302? ionwan2go,Yabujin,2020,rap,48,2457
THE NEWS,PARTYNEXTDOOR,2020,rap,63,2458
Block Baby,kizaru,2020,rap,45,2459
Bad Bad,YoungBoy Never Broke Again,2020,rap,58,2460
Unaccommodating (feat. Young M.A),Eminem,2020,rap,57,2461
U Played (feat. Lil Baby),Moneybagg Yo,2020,rap,65,2462
[whispers Indistinctly],$uicideboy$,2020,rap,55,2463
Yikes,Nicki Minaj,2020,rap,59,2464
Без даты,УННВ,2020,rap,45,2465
BELIEVE IT,PARTYNEXTDOOR,2020,rap,63,2466
"Slide (Remix) (feat. Pop Smoke, A Boogie Wit da Hoodie & Chris Brown) (feat. Pop Smoke)",H.E.R.,2020,rap,64,2467
Fendi,Rakhim,2020,rap,49,2468
1 Scale (feat. G Herbo),Young Dolph,2020,rap,67,2469
POPOPOP,Gambi,2020,rap,61,2470
Something Special,Pop Smoke,2020,rap,63,2471
Somebody,Internet Money,2020,rap,60,2472
War,Drake,2020,rap,59,2473
WEST DISTRICT,PARTYNEXTDOOR,2020,rap,60,2474
The Bigger Picture,Lil Baby,2020,rap,60,2475
Pressin (feat. King Von),Sada Baby,2020,rap,59,2476
Girls in the Hood,Megan Thee Stallion,2020,rap,63,2477
Savage Remix (feat. Beyoncé),Megan Thee Stallion,2020,rap,61,2478
Said Sum,Moneybagg Yo,2020,rap,66,2479
Snow On Tha Bluff,J. Cole,2020,rap,64,2480
Lil Top,YoungBoy Never Broke Again,2020,rap,62,2481
QUESTIONABLE MORALITY,Thouxanbanfauni,2020,rap,53,2482
SKYBOX,Gunna,2020,rap,56,2483
Slide (feat. King Von),Yak Yola,2020,rap,55,2484
Snitching (feat. Quavo & Future),Pop Smoke,2020,rap,51,2485
Moonwalking in Calabasas (feat. Blueface) - Remix,DDG,2020,rap,56,2486
Lemonade - Remix,Internet Money,2020,rap,58,2487
Change Ya Life,Haiti Babii,2020,rap,58,2488
Split/Whole Time,Lil Yachty,2020,rap,60,2489
PUFF PUFF PUFF,Gambi,2020,rap,51,2490
Recap (feat. Don Toliver),NAV,2020,rap,57,2491
На своём вайбе (feat. Гуф),Jah Khalib,2020,rap,48,2492
I Dunno (feat. Dutchavelli & Stormzy),Tion Wayne,2020,rap,58,2493
Backseat (feat. PnB Rock),Pop Smoke,2020,rap,60,2494
Deeper,Summer Walker,2020,rap,54,2495
Oreo,Shotgun Willy,2020,rap,58,2496
JOKER,Dax,2020,rap,56,2497
Meleğim,Soolking,2020,rap,64,2498
Besalo,El Alfa,2020,rap,69,2499
Racks 2 Skinny,Migos,2020,rap,52,2500
Triflin Hoes,Lil Durk,2020,rap,63,2501
Rags2Riches 2 (feat. Lil Baby),Rod Wave,2020,rap,66,2502
DO BETTER,Gunna,2020,rap,57,2503
Outro,Lucio101,2020,rap,61,2504
Nauseous,Sleepy Hallow,2020,rap,60,2505
Way Out (feat. Big Sean),Jack Harlow,2020,rap,60,2506
When You Down (with Polo G feat. Lil Durk),Lil Tecca,2020,rap,58,2507
Trillionaire (feat. Youngboy Never Broke Again),Future,2020,rap,57,2508
неболей,Basta,2020,rap,47,2509
Comfortable,H.E.R.,2020,rap,61,2510
Don't Need Friends (feat. Lil Baby),NAV,2020,rap,57,2511
Без ключа,PHARAOH,2020,rap,44,2512
All In,YoungBoy Never Broke Again,2020,rap,66,2513
Honsool,Agust D,2020,rap,55,2514
Pilote (feat. Hamza),PLK,2020,rap,63,2515
Mad At You (feat. Dreezy),King Von,2020,rap,55,2516
Landed,Drake,2020,rap,57,2517
Me and My Guitar,A Boogie Wit da Hoodie,2020,rap,66,2518
Stupid Again,Tory Lanez,2020,rap,58,2519
Не Киряй,MUKKA,2020,rap,44,2520
LOYAL (feat. Drake),PARTYNEXTDOOR,2020,rap,64,2521
Gangstas & Sippas (feat. Q Da Fool),Shoreline Mafia,2020,rap,59,2522
Plug,kizaru,2020,rap,43,2523
That’s It,Future,2020,rap,56,2524
No Sense (feat. Key Glock),Young Dolph,2020,rap,63,2525
Кайфули,Gunwest,2020,rap,49,2526
death bed (coffee for your head),Powfu,2020,rap,56,2527
ayaz,maslo chernogo tmina,2020,rap,41,2528
Singapur,El Alfa,2020,rap,68,2529
The Bigger Picture,Lil Baby,2020,rap,58,2530
High Right Now (feat. Wiz Khalifa) - Remix,Tyla Yaweh,2020,rap,57,2531
Coronao Now,El Alfa,2020,rap,62,2532
House Arrest Tingz,YoungBoy Never Broke Again,2020,rap,64,2533
Be Something,Polo G,2020,rap,60,2534
Fuck It Up (feat. Mike Sherm),Shoreline Mafia,2020,rap,60,2535
Murder Business,YoungBoy Never Broke Again,2020,rap,59,2536
Bluffin,Brent Faiyaz,2020,rap,58,2537
The Purge,Jay Park,2020,rap,50,2538
Пацанам,Litvinenko,2020,rap,42,2539
Woah,Lil Baby,2020,rap,56,2540
Bad Blood,kizaru,2020,rap,42,2541
Становится легче,TRUEten,2020,rap,42,2542
Taco Tuesday,Migos,2020,rap,51,2543
Hunnids,Ramirez,2020,rap,55,2544
Dear God,Dax,2020,rap,57,2545
Что за бизнес сука?,kizaru,2020,rap,41,2546
Outta Time (feat. Drake),Bryson Tiller,2020,rap,65,2547
ARGENTINA,Gunna,2020,rap,54,2548
Прольются дожди,Gio Pika,2020,rap,49,2549
Tick Tick Boom (feat. BygTwo3),Sage The Gemini,2020,rap,56,2550
Don't Need Time,Hotboii,2020,rap,64,2551
ТАРАНТИНО,ЯМАУГЛИ,2020,rap,41,2552
