Title,Artist,Year,Genre,Popularity,track_id
Levitating (feat. DaBaby),Dua Lipa,2020,pop,80,1015
Love Again,Dua Lipa,2020,pop,74,1016
Don't Start Now,Dua Lipa,2020,pop,82,1017
Siebie zapytasz,sanah,2020,pop,52,1018
After Hours,The Weeknd,2020,pop,81,1019
VIXIARSKI BALET,Kimik,2020,pop,52,1020
Sweet but Psycho,Ava Max,2020,pop,80,1021
anything,Adrianne Lenker,2020,pop,81,1022
Heartless,The Weeknd,2020,pop,78,1023
Physical,Dua Lipa,2020,pop,75,1024
The Thrill,Wiz Khalifa,2020,pop,79,1025
cardigan,Taylor Swift,2020,pop,84,1026
Romantic Lover,Eyedress,2020,pop,77,1027
Head & Heart (feat. MNEK),Joel Corry,2020,pop,76,1028
Królowa dram,sanah,2020,pop,50,1029
"not a lot, just forever",Adrianne Lenker,2020,pop,79,1030
Lose You To Love Me,Selena Gomez,2020,pop,79,1031
People You Know,Selena Gomez,2020,pop,75,1032
Hate Me,Ellie Goulding,2020,pop,76,1033
Oto cała ja,sanah,2020,pop,49,1034
Cząstka,sanah,2020,pop,49,1035
Honeypie,JAWNY,2020,pop,76,1036
The Business,Tiësto,2020,pop,74,1037
party 4 u,Charli xcx,2020,pop,79,1038
Lemonade (feat. NAV),Internet Money,2020,pop,76,1039
Save Your Tears (Remix) (with Ariana Grande) - Bonus Track,The Weeknd,2020,pop,80,1040
Lovefool,twocolors,2020,pop,69,1041
Higher Love,Kygo,2020,pop,77,1042
Bez końca,Artur Rojek,2020,pop,48,1043
august,Taylor Swift,2020,pop,83,1044
Chcę tu zostać,Farba,2020,pop,49,1045
Boss Bitch,Doja Cat,2020,pop,75,1046
Lubię być z nią,BARANOVSKI,2020,pop,48,1047
half return,Adrianne Lenker,2020,pop,75,1048
Fire On Fire,Sam Smith,2020,pop,76,1049
telepatía,Kali Uchis,2020,pop,82,1050
positions,Ariana Grande,2020,pop,79,1051
that way,Tate McRae,2020,pop,77,1052
In Your Eyes,The Weeknd,2020,pop,76,1053
Break My Heart,Dua Lipa,2020,pop,76,1054
Pain 1993 (with Playboi Carti),Drake,2020,pop,74,1055
God’s Menu,Stray Kids,2020,pop,74,1056
Lights,Ellie Goulding,2020,pop,65,1057
Figure You Out,VOILÀ,2020,pop,74,1058
Arcade,Duncan Laurence,2020,pop,75,1059
Pretty Boy,The Neighbourhood,2020,pop,76,1060
Wildfires,SAULT,2020,pop,73,1061
Valhalla Calling,Miracle Of Sound,2020,pop,68,1062
My Head & My Heart,Ava Max,2020,pop,72,1063
Midnight Sky,Miley Cyrus,2020,pop,71,1064
Paradise (feat. Dermot Kennedy),MEDUZA,2020,pop,68,1065
No sory,sanah,2020,pop,46,1066
Rät,Penelope Scott,2020,pop,71,1067
Prisoner (feat. Dua Lipa),Miley Cyrus,2020,pop,71,1068
How You Like That,BLACKPINK,2020,pop,73,1069
Rise Up (feat. Vamero),VINAI,2020,pop,62,1070
Dynamite,BTS,2020,pop,79,1071
ROCKSTAR (feat. Roddy Ricch),DaBaby,2020,pop,74,1072
Levitating,Dua Lipa,2020,pop,76,1073
What's Love Got to Do with It,Kygo,2020,pop,68,1074
Dancing With A Stranger (with Normani),Sam Smith,2020,pop,76,1075
Take You Dancing,Jason Derulo,2020,pop,70,1076
Angels Like You,Miley Cyrus,2020,pop,80,1077
Salt,Ava Max,2020,pop,67,1078
Maniac,Conan Gray,2020,pop,76,1079
Therefore I Am,Billie Eilish,2020,pop,70,1080
Remember That Night?,Sara Kays,2020,pop,73,1081
You're All I Want,Cigarettes After Sex,2020,pop,71,1082
Good Days,SZA,2020,pop,76,1083
Rain On Me (with Ariana Grande),Lady Gaga,2020,pop,72,1084
Shinunoga E-Wa,Fujii Kaze,2020,pop,77,1085
Chicago Freestyle (feat. Giveon),Drake,2020,pop,77,1086
Stuck with U (with Justin Bieber),Ariana Grande,2020,pop,79,1087
Don't Say Goodbye (feat. Tove Lo),Alok,2020,pop,65,1088
Him & I,G-Eazy,2020,pop,65,1089
I Know The End,Phoebe Bridgers,2020,pop,75,1090
So Am I,Ava Max,2020,pop,70,1091
Michelle,Sir Chloe,2020,pop,69,1092
hot girl bummer,blackbear,2020,pop,74,1093
motive (with Doja Cat),Ariana Grande,2020,pop,72,1094
WHATS POPPIN,Jack Harlow,2020,pop,72,1095
Laugh Now Cry Later (feat. Lil Durk),Drake,2020,pop,76,1096
Pretty Savage,BLACKPINK,2020,pop,70,1097
willow,Taylor Swift,2020,pop,74,1098
VILLAIN,K/DA,2020,pop,68,1099
Broke In A Minute,Tory Lanez,2020,pop,73,1100
Still With You,Jung Kook,2020,pop,77,1101
this is me trying,Taylor Swift,2020,pop,74,1102
Not You Too (feat. Chris Brown),Drake,2020,pop,77,1103
Freak (feat. REI AMI),Sub Urban,2020,pop,68,1104
Meet Me At Our Spot,THE ANXIETY,2020,pop,73,1105
34+35,Ariana Grande,2020,pop,76,1106
Toosie Slide,Drake,2020,pop,70,1107
Que Calor,Major Lazer,2020,pop,65,1108
IDK You Yet,Alexander 23,2020,pop,71,1109
Hawái,Maluma,2020,pop,81,1110
Animal,Sir Chloe,2020,pop,67,1111
Back Door,Stray Kids,2020,pop,69,1112
Control,Zoe Wees,2020,pop,71,1113
TKN (feat. Travis Scott),ROSALÍA,2020,pop,68,1114
Who's Laughing Now,Ava Max,2020,pop,64,1115
my future,Billie Eilish,2020,pop,69,1116
4ÆM,Grimes,2020,pop,63,1117
Ashes,Stellar,2020,pop,70,1118
Harleys In Hawaii,Katy Perry,2020,pop,72,1119
come,Adrianne Lenker,2020,pop,69,1120
Secrets,Regard,2020,pop,65,1121
Killshot,Magdalena Bay,2020,pop,68,1122
紅蓮華,LiSA,2020,pop,73,1123
Toosie Slide,Drake,2020,pop,68,1124
Given-Taken,ENHYPEN,2020,pop,69,1125
You're Somebody Else,flora cash,2020,pop,67,1126
Still Trappin',Lil Durk,2020,pop,67,1127
ingydar,Adrianne Lenker,2020,pop,67,1128
illicit affairs,Taylor Swift,2020,pop,75,1129
Time Flies,Drake,2020,pop,73,1130
Rain On Me (with Ariana Grande),Lady Gaga,2020,pop,70,1131
Savage Love (Laxed - Siren Beat),Jawsh 685,2020,pop,71,1132
Are You All Good?,breathe.,2020,pop,60,1133
mirrorball,Taylor Swift,2020,pop,73,1134
Love Not War (The Tampa Beat),Jason Derulo,2020,pop,64,1135
ON,BTS,2020,pop,70,1136
うっせぇわ,Ado,2020,pop,64,1137
Камин (feat. JONY),EMIN,2020,pop,71,1138
Faith,The Weeknd,2020,pop,67,1139
Head Shoulders Knees & Toes (feat. Norma Jean Martine),Ofenbach,2020,pop,59,1140
Levitating (feat. DaBaby),Dua Lipa,2020,pop,68,1141
All I Want,Olivia Rodrigo,2020,pop,72,1142
Black Swan,BTS,2020,pop,69,1143
The Cut That Always Bleeds,Conan Gray,2020,pop,65,1144
Cloud 9,Beach Bunny,2020,pop,74,1145
Afterglow,Ed Sheeran,2020,pop,68,1146
Fever,Dua Lipa,2020,pop,65,1147
All We Got (feat. KIDDO),Robin Schulz,2020,pop,58,1148
Tick Tock (feat. 24kGoldn),Clean Bandit,2020,pop,65,1149
WANNABE,ITZY,2020,pop,68,1150
Life Goes On,BTS,2020,pop,75,1151
Arcade (feat. FLETCHER),Duncan Laurence,2020,pop,65,1152
Fly Away,Tones And I,2020,pop,65,1153
In Your Eyes (feat. Alida),Robin Schulz,2020,pop,59,1154
pov,Ariana Grande,2020,pop,73,1155
seasons,wave to earth,2020,pop,81,1156
Be Kind (with Halsey),Marshmello,2020,pop,71,1157
Wish You Were Sober,Conan Gray,2020,pop,70,1158
POPSTAR (feat. Drake),DJ Khaled,2020,pop,67,1159
9,Dean Blunt,2020,pop,66,1160
Tyler Herro,Jack Harlow,2020,pop,68,1161
the 1,Taylor Swift,2020,pop,74,1162
i'm so tired...,Lauv,2020,pop,71,1163
What A Man Gotta Do,Jonas Brothers,2020,pop,70,1164
Холодок,Мэвл,2020,pop,51,1165
Mad World,Timmy Trumpet,2020,pop,66,1166
Gimme Love,Joji,2020,pop,69,1167
Blastoff (feat. Juice WRLD),Internet Money,2020,pop,68,1168
Ghostkeeper,Klangkarussell,2020,pop,62,1169
Intentions (feat. Quavo),Justin Bieber,2020,pop,75,1170
Love Me Anyway,Chappell Roan,2020,pop,70,1171
Echo,Olivia Dean,2020,pop,66,1172
I CAN'T STOP ME,TWICE,2020,pop,69,1173
Moon Song,Phoebe Bridgers,2020,pop,70,1174
Filter,BTS,2020,pop,68,1175
my ex's best friend (with blackbear),mgk,2020,pop,72,1176
Mmmh,KAI,2020,pop,67,1177
Without Me,Halsey,2020,pop,67,1178
invisible string,Taylor Swift,2020,pop,73,1179
Who,Lauv,2020,pop,67,1180
How Do You Sleep?,Sam Smith,2020,pop,67,1181
Put A Little Love On Me,Niall Horan,2020,pop,66,1182
3 Headed Goat (feat. Lil Baby & Polo G),Lil Durk,2020,pop,69,1183
You should be sad,Halsey,2020,pop,69,1184
Sanctuary,Joji,2020,pop,75,1185
Вино и сигареты,алёна швец.,2020,pop,55,1186
Monsters (feat. blackbear),All Time Low,2020,pop,68,1187
GREECE (feat. Drake),DJ Khaled,2020,pop,68,1188
Love me or Leave me,DAY6,2020,pop,62,1189
Del Mar,Ozuna,2020,pop,66,1190
На твиче,нексюша,2020,pop,55,1191
Maine,Noah Kahan,2020,pop,77,1192
Carita de Inocente,Prince Royce,2020,pop,62,1193
Steeeam,Shelly,2020,pop,71,1194
LION,(G)I-DLE,2020,pop,61,1195
Think About Things,Daði Freyr,2020,pop,60,1196
Белым,NEMIGA,2020,pop,52,1197
Fever,Dua Lipa,2020,pop,60,1198
Seesaw,Ummet Ozcan,2020,pop,59,1199
Seesaw,Ummet Ozcan,2020,pop,59,1200
Black And White,Niall Horan,2020,pop,64,1201
Мишка (feat. KATERINA),Poshlaya Molly,2020,pop,53,1202
Why,Dominic Fike,2020,pop,69,1203
Thinking 'Bout Love,Wild Rivers,2020,pop,71,1204
Like You Do,Joji,2020,pop,70,1205
Black Swan,BTS,2020,pop,61,1206
MAGO,GFRIEND,2020,pop,66,1207
You Broke Me First,Conor Maynard,2020,pop,64,1208
Клеопатри,Poshlaya Molly,2020,pop,52,1209
Юность,Dabro,2020,pop,56,1210
первое свидание,алёна швец.,2020,pop,53,1211
Not Shy,ITZY,2020,pop,63,1212
Беспечный рыцарь тьмы,Poshlaya Molly,2020,pop,52,1213
Папина любовница,Monetochka,2020,pop,52,1214
Пыяла,AIGEL,2020,pop,53,1215
Демоны,Три дня дождя,2020,pop,53,1216
Фенибут,нексюша,2020,pop,53,1217
Ya Habibi,Mohamed Ramadan,2020,pop,60,1218
Днями-ночами,pyrokinesis,2020,pop,51,1219
Втюрилась,Дора,2020,pop,52,1220
Despeinada,Ozuna,2020,pop,75,1221
Afterthought,Joji,2020,pop,68,1222
Мальчик на девятке,DEAD BLONDE,2020,pop,50,1223
go,Cat Burns,2020,pop,63,1224
Eleven (feat. Summer Walker),Khalid,2020,pop,62,1225
Glue Myself Shut,Noah Kahan,2020,pop,70,1226
Lollipop,Eldzhey,2020,pop,49,1227
Gisèle,Emma Peters,2020,pop,59,1228
Higher,Tems,2020,pop,72,1229
Кокоро,ФРЕНДЗОНА,2020,pop,52,1230
Hit Different,SZA,2020,pop,69,1231
Ирония,лампабикт,2020,pop,50,1232
я целую девочек,ooes,2020,pop,49,1233
Ты разбила папину машину,Poshlaya Molly,2020,pop,50,1234
Se Te Nota (with Guaynaa),Lele Pons,2020,pop,67,1235
Free Mind,Tems,2020,pop,73,1236
Essence (feat. Tems),Wizkid,2020,pop,72,1237
Меня не будет,ANIKV,2020,pop,49,1238
Если тебе будет грустно,Rauf & Faik,2020,pop,56,1239
My Oasis (feat. Burna Boy),Sam Smith,2020,pop,61,1240
Hecha Pa' Mi,Boza,2020,pop,72,1241
Sempe,L.A.X,2020,pop,64,1242
Toxic,Kehlani,2020,pop,68,1243
Краш,Klava Koka,2020,pop,54,1244
Panorama,IZ*ONE,2020,pop,64,1245
X.O,The Limba,2020,pop,51,1246
Intentions,Justin Bieber,2020,pop,67,1247
Abyss,Jin,2020,pop,64,1248
Поболело и прошло,HENSY,2020,pop,49,1249
Это пройдёт,Pornofilmy,2020,pop,47,1250
"Я, ТЫ и МОРЕ",GAYAZOV$ BROTHER$,2020,pop,48,1251
Девочка танцуй,Artik & Asti,2020,pop,53,1252
пирожок,ooes,2020,pop,46,1253
Chosen (feat. Ty Dolla $ign),Blxst,2020,pop,69,1254
N'y pense plus,Tayc,2020,pop,67,1255
bonfire,wave to earth,2020,pop,68,1256
Сияй,Ramil',2020,pop,51,1257
"Me, Myself & I",G-Eazy,2020,pop,51,1258
Days Like This,Dermot Kennedy,2020,pop,61,1259
Переживу,Monetochka,2020,pop,47,1260
МАЛЬЧИК,ФОГЕЛЬ,2020,pop,47,1261
Come Around Me,Justin Bieber,2020,pop,65,1262
Tutu,Camilo,2020,pop,68,1263
Minefields,Faouzia,2020,pop,62,1264
Margarita (con Marracash),Elodie,2020,pop,61,1265
Infinity (feat. Omah Lay),Olamide,2020,pop,66,1266
"Nathy Peluso: Bzrp Music Sessions, Vol. 36",Bizarrap,2020,pop,66,1267
Sarà perché ti amo,DJ Matrix,2020,pop,58,1268
POPOPOP,Gambi,2020,pop,61,1269
Heather,Conan Gray,2020,pop,55,1270
А если это любовь?,HammAli & Navai,2020,pop,53,1271
Ууу,LSP,2020,pop,45,1272
Rolls Royce,Geegun,2020,pop,49,1273
Mean It,Lauv,2020,pop,76,1274
Самый лучший эмо панк,Poshlaya Molly,2020,pop,47,1275
Драма,MATRANG,2020,pop,44,1276
시작,Gaho,2020,pop,63,1277
Последний поцелуй,Artik & Asti,2020,pop,49,1278
Jolie nana,Aya Nakamura,2020,pop,62,1279
eight(Prod.&Feat. SUGA of BTS),IU,2020,pop,66,1280
PORFA,Feid,2020,pop,72,1281
Feelings,Lauv,2020,pop,66,1282
Dile a El,Rauw Alejandro,2020,pop,76,1283
Улыбка,PIZZA,2020,pop,47,1284
Молния,Dima Bilan,2020,pop,51,1285
На своём вайбе (feat. Гуф),Jah Khalib,2020,pop,48,1286
Lemon,Kenshi Yonezu,2020,pop,70,1287
Chalouper,Gaël Faye,2020,pop,59,1288
Мир сошёл с ума,JONY,2020,pop,51,1289
Ватсап,VESNA305,2020,pop,46,1290
El Mismo Aire - con Pablo Alborán,Camilo,2020,pop,74,1291
Heartless (feat. Morgan Wallen),Diplo,2020,pop,77,1292
Плачу на техно,CREAM SODA,2020,pop,46,1293
5000,Irina Kairatovna,2020,pop,50,1294
Carita de Inocente (feat. Myke Towers) - Remix,Prince Royce,2020,pop,63,1295
Meleğim,Soolking,2020,pop,64,1296
Ты беспощадна,JONY,2020,pop,50,1297
Already Best Friends (feat. Chris Brown),Jack Harlow,2020,pop,64,1298
скейтер,алёна швец.,2020,pop,45,1299
Гудки,МОТ,2020,pop,48,1300
Чёрный мерен,NAVAI,2020,pop,50,1301
Чувства-пропаганда,DEAD BLONDE,2020,pop,45,1302
Тиша,Fiolet,2020,pop,43,1303
слизывай,ooes,2020,pop,43,1304
Triflin Hoes,Lil Durk,2020,pop,63,1305
Oye,TINI,2020,pop,63,1306
Her,Anne-Marie,2020,pop,57,1307
молоко,алёна швец.,2020,pop,45,1308
Viceversa,Francesco Gabbani,2020,pop,64,1309
Somebody,Dagny,2020,pop,56,1310
комплексы,алёна швец.,2020,pop,45,1311
неболей,Basta,2020,pop,47,1312
Снежинка,Папин Олимпос,2020,pop,45,1313
Метелики,Анна Трінчер,2020,pop,41,1314
Tattoo - Remix with Camilo,Rauw Alejandro,2020,pop,73,1315
Сердце,passmurny,2020,pop,44,1316
A Partir De Hoy,David Bisbal,2020,pop,69,1317
падик,кис-кис,2020,pop,44,1318
Французский поцелуй,Misha Marvin,2020,pop,50,1319
Pilote (feat. Hamza),PLK,2020,pop,63,1320
Ягода малинка,Хабиб,2020,pop,51,1321
Haru wo Tsugeru,yama,2020,pop,59,1322
"Сама п'ю, сама наливаю",гурт VIP,2020,pop,40,1323
Stjernestøv,AURORA,2020,pop,53,1324
Kidult,SEVENTEEN,2020,pop,64,1325
Крошка,Monetochka,2020,pop,44,1326
Не Киряй,MUKKA,2020,pop,44,1327
На обратной стороне земли,Дора,2020,pop,45,1328
"always, i'll care",Jeremy Zucker,2020,pop,65,1329
баночка с окурками,КОСМОНАВТОВ НЕТ,2020,pop,45,1330
КПСП,Gruppa Skryptonite,2020,pop,42,1331
мемы,алёна швец.,2020,pop,44,1332
Trouble,melvitto,2020,pop,63,1333
Зависимость,pyrokinesis,2020,pop,44,1334
Carrousel (feat. Indila),Amir,2020,pop,56,1335
Know Your Worth (feat. Davido & Tems),Khalid,2020,pop,60,1336
Веселая песня,Egor Kreed,2020,pop,44,1337
Again,Wande Coal,2020,pop,68,1338
Вальс,Ramil',2020,pop,44,1339
Стрип клаб,Poshlaya Molly,2020,pop,43,1340
Dynamite,BTS,2020,pop,62,1341
El Fin del Mundo,La La Love You,2020,pop,70,1342
На крыше,Dabro,2020,pop,46,1343
Mala Fama,Danna Paola,2020,pop,67,1344
Девочка с картинки,Egor Kreed,2020,pop,46,1345
Magnolias for Ever,Emma Peters,2020,pop,55,1346
Не надо быть сильной,Misha Marvin,2020,pop,48,1347
Any song,ZICO,2020,pop,62,1348
Пошлю его на...,Дора,2020,pop,44,1349
Stay Gold,BTS,2020,pop,60,1350
Малышка,Sharlot,2020,pop,43,1351
Тебя любить,Три дня дождя,2020,pop,43,1352
Damages,Tems,2020,pop,66,1353
Холодный дождь,просто Лера,2020,pop,42,1354
Молодость,NEMIGA,2020,pop,40,1355
Кретин,VESNA305,2020,pop,44,1356
Я тебя нашел,VESNA305,2020,pop,46,1357
Чувства,Artik & Asti,2020,pop,46,1358
Чужое горе,Pornofilmy,2020,pop,40,1359
Мадам,JONY,2020,pop,49,1360
Lily of The Valley,DANIEL,2020,pop,66,1361
You Got It,Vedo,2020,pop,69,1362
The Most Beautiful Thing,Bruno Major,2020,pop,67,1363
白日,King Gnu,2020,pop,66,1364
Сама файна,гурт Лісапетний батальйон,2020,pop,39,1365
Lights,Ellie Goulding,2020,pop,60,1366
Уроки любви,Pornofilmy,2020,pop,40,1367
Ненавижу города,Mary Gu,2020,pop,44,1368
Покинула чат,Klava Koka,2020,pop,47,1369
Одуванчик,Tima Belorusskih,2020,pop,41,1370
Pastello Bianco,Pinguini Tattici Nucleari,2020,pop,66,1371
Siempre Que Amanece,Maka,2020,pop,59,1372
Arrogante,Irama,2020,pop,56,1373
Ясный мой свет (Velum Remix),Tatiana Bulanova,2020,pop,42,1374
Mr. & Mrs. Smith (feat. Nyusha),Egor Kreed,2020,pop,46,1375
Светофоры,просто Лера,2020,pop,41,1376
Koroba,Tiwa Savage,2020,pop,59,1377
некрасивые глаза,алёна швец.,2020,pop,42,1378
Maemo,MamaRika,2020,pop,39,1379
People You Know,Selena Gomez,2020,pop,47,1380
The One,Rea Garvey,2020,pop,54,1381
たぶん,YOASOBI,2020,pop,63,1382
Mediterranea,Irama,2020,pop,59,1383
Эгоист,NAVAI,2020,pop,46,1384
Inolvidable,Ovy On The Drums,2020,pop,74,1385
Ты такая красивая,NILETTO,2020,pop,47,1386
Te Amo,Calema,2020,pop,57,1387
Can I,Kehlani,2020,pop,64,1388
машина для убийств,алёна швец.,2020,pop,42,1389
Fukakoryoku,Vaundy,2020,pop,55,1390
Все мимо,Artik & Asti,2020,pop,46,1391
Пьяную домой,Klava Koka,2020,pop,48,1392
Tokyo Flash,Vaundy,2020,pop,56,1393
Una Locura,Ozuna,2020,pop,69,1394
Zombie,DAY6,2020,pop,59,1395
Caramelo - Remix,Ozuna,2020,pop,69,1396
Не сходи с ума,AMCHI,2020,pop,45,1397
"Салют, Вера",Mona Songz,2020,pop,44,1398
Кометы,polnalyubvi,2020,pop,41,1399
"Салют, Вера",Mona Songz,2020,pop,44,1400
Кометы,polnalyubvi,2020,pop,41,1401
Трогать запрещено,HANNA,2020,pop,44,1402
Chandon et Moët (feat. Heuss l'Enfoiré),PLK,2020,pop,52,1403
Беги от меня,Три дня дождя,2020,pop,41,1404
Cosa Faremo Da Grandi?,Lucio Corsi,2020,pop,64,1405
МАЛОЛЕТНЯЯ ЛЮБОВЬ,ФОГЕЛЬ,2020,pop,40,1406
Пустота,JONY,2020,pop,48,1407
Carré VIP,Naps,2020,pop,58,1408
Сука війна!,Скрябін,2020,pop,39,1409
A.W.A,Lacrim,2020,pop,43,1410
Таю,VAVAN,2020,pop,46,1411
그때 그 아인,Kim Feel,2020,pop,55,1412
Cabeza,OBOY,2020,pop,64,1413
мелочь,кис-кис,2020,pop,40,1414
炎,LiSA,2020,pop,60,1415
Seni Dert Etmeler,Madrigal,2020,pop,67,1416
9 грамм свинца,Jah Khalib,2020,pop,44,1417
Она не такая,Dabro,2020,pop,43,1418
Девочка и Море,polnalyubvi,2020,pop,40,1419
Осень пьяная,Дора,2020,pop,41,1420
Fly 2,Zivert,2020,pop,45,1421
молодая красивая дрянь,алёна швец.,2020,pop,39,1422
Марафоны,Три дня дождя,2020,pop,40,1423
Лютики,просто Лера,2020,pop,38,1424
I Don't Know Why,NOTD,2020,pop,57,1425
感電,Kenshi Yonezu,2020,pop,67,1426
Ну чё ты такой хороший?,Асия,2020,pop,39,1427
Uzunlar - V1,Evdeki Saat,2020,pop,63,1428
16 Marzo (feat. Gow Tribe),Achille Lauro,2020,pop,66,1429
Un Beso en Madrid,TINI,2020,pop,61,1430
J'picole,Sasso,2020,pop,61,1431
Ridere,Pinguini Tattici Nucleari,2020,pop,66,1432
Kaiju no Hanauta,Vaundy,2020,pop,58,1433
Drill FR 4,Gazo,2020,pop,57,1434
Parce (feat. Justin Quiles),Maluma,2020,pop,67,1435
Берегом (Saint Rider Remix),ЯАVЬ,2020,pop,38,1436
Here I Am Again,Yerin Baek,2020,pop,59,1437
Chiasso,Random,2020,pop,57,1438
Love Again,BAEKHYUN,2020,pop,56,1439
Бывшая,Ева Власова,2020,pop,43,1440
M' Manc (con Geolier & Sfera Ebbasta),Shablo,2020,pop,65,1441
Madrid (feat. Myke Towers),Maluma,2020,pop,67,1442
It's Ok If You Forget Me,Astrid S,2020,pop,58,1443
Привычка,Три дня дождя,2020,pop,40,1444
+ (MÁS),Aitana,2020,pop,64,1445
Bandido,Ana Bárbara,2020,pop,60,1446
Si Tú La Quieres,David Bisbal,2020,pop,64,1447
Eenie Meenie,Sean Kingston,2020,pop,65,1448
"Ты знаешь, где меня искать",Irina Dubtsova,2020,pop,41,1449
Коза,Monetochka,2020,pop,38,1450
La Nota,Manuel Turizo,2020,pop,66,1451
Superclassico,Ernia,2020,pop,63,1452
Relación,Sech,2020,pop,67,1453
Médusa,Landy,2020,pop,63,1454
Por Primera Vez,Camilo,2020,pop,70,1455
Tanz für mich,Provinz,2020,pop,43,1456
Парабола,МОТ,2020,pop,41,1457
ВЫПУСКНИК,ФОГЕЛЬ,2020,pop,40,1458
The Key,Tems,2020,pop,60,1459
Shout Baby,Ryokuoushoku Shakai,2020,pop,61,1460
Ты пари,JONY,2020,pop,46,1461
Más De Lo Que Aposté,Aitana,2020,pop,66,1462
A Un Paso De La Luna,Ana Mena,2020,pop,53,1463
Save Me,Jelly Roll,2020,pop,70,1464
花に亡霊,ヨルシカ,2020,pop,64,1465
невывоЗИМАя,NILETTO,2020,pop,44,1466
Fingertips,Tom Gregory,2020,pop,52,1467
Веснушки,pyrokinesis,2020,pop,39,1468
Favorito,Camilo,2020,pop,68,1469
La Mitad,Camilo,2020,pop,74,1470
Flamingo,Kenshi Yonezu,2020,pop,60,1471
Я делаю шаг,The Hatters,2020,pop,39,1472
Internet Sensation,Lil Durk,2020,pop,62,1473
Альма-матер,pyrokinesis,2020,pop,38,1474
911,Jah Khalib,2020,pop,46,1475
Amour censure,Hoshi,2020,pop,61,1476
Mahragan Bent El Geran,Hassan Shakosh,2020,pop,56,1477
Toutes générations (feat. Rim'K),PLK,2020,pop,53,1478
INDÉLÉBILE,Yseult,2020,pop,58,1479
Met the Devil in Oklahoma,Josh Meloy,2020,pop,65,1480
Scrivile Scemo,Pinguini Tattici Nucleari,2020,pop,60,1481
"Жить, не думая о тебе",Bahh Tee,2020,pop,42,1482
Reloj,Rauw Alejandro,2020,pop,69,1483
Qui,Tayc,2020,pop,62,1484
Ginger (feat. Burna Boy),Wizkid,2020,pop,63,1485
Color Esperanza 2020,Diego Torres,2020,pop,67,1486
On sait jamais (feat. Niska),PLK,2020,pop,52,1487
Blessed (feat. Damian Marley),Wizkid,2020,pop,61,1488
Good Times,Ghali,2020,pop,56,1489
Respire,Gaël Faye,2020,pop,55,1490
Trieste,Lucio Corsi,2020,pop,60,1491
Freeze Raël,Freeze corleone,2020,pop,61,1492
More Hearts Than Mine,Ingrid Andress,2020,pop,65,1493
Due ali,Frah Quintale,2020,pop,56,1494
Si Me Dices Que Sí,Reik,2020,pop,69,1495
Born to Shine,Diljit Dosanjh,2020,pop,75,1496
Tattoo - Remix with Camilo,Rauw Alejandro,2020,pop,65,1497
Tränen aus Kajal,CÉLINE,2020,pop,60,1498
Doudou,Aya Nakamura,2020,pop,60,1499
Bare Wit Me,Teyana Taylor,2020,pop,59,1500
Okay,Adekunle Gold,2020,pop,58,1501
Ponte Pa' Mi,Rauw Alejandro,2020,pop,70,1502
Dybala,Maes,2020,pop,63,1503
かつて天才だった俺たちへ,Creepy Nuts,2020,pop,56,1504
Athina Mou,Konstantinos Argiros,2020,pop,50,1505
6.3,Naps,2020,pop,62,1506
"Bam Bam Twist (feat. Gow Tribe, Frenetik&Orang3)",Achille Lauro,2020,pop,57,1507
Ya Ghayeb,Fadel Chaker,2020,pop,62,1508
Mélodie,OBOY,2020,pop,62,1509
Svag,Victor Leksell,2020,pop,64,1510
Chico (feat. Rose Villain & Luchè),Guè,2020,pop,61,1511
True Love (feat. Tay Iwar & Projexx),Wizkid,2020,pop,59,1512
Per due che come noi,Brunori Sas,2020,pop,62,1513
Best Thing,Janine,2020,pop,53,1514
Jamais,Mister V,2020,pop,56,1515
AWAY,Oxlade,2020,pop,54,1516
All About You,Jah Khalib,2020,pop,41,1517
Altüst Olmuşum,Mavi Gri,2020,pop,69,1518
Joli bébé,Naza,2020,pop,60,1519
Compliqué,Dadju,2020,pop,67,1520
Sang Rahiyo (feat. Ujjwal Kashyap),Jasleen Royal,2020,pop,77,1521
再会 (produced by Ayase),LiSA,2020,pop,59,1522
Mela!,Ryokuoushoku Shakai,2020,pop,66,1523
NAN CHUN,SE SO NEON,2020,pop,55,1524
Body Like A Back Road,Sam Hunt,2020,pop,70,1525
HÉ OH,Gambi,2020,pop,58,1526
飛行艇,King Gnu,2020,pop,62,1527
Blanche,Maes,2020,pop,62,1528
Italia,Jul,2020,pop,61,1529
ハルジオン,YOASOBI,2020,pop,59,1530
Comme toi,Tayc,2020,pop,63,1531
Algo Mágico,Rauw Alejandro,2020,pop,72,1532
Quiéreme Mientras Se Pueda,Manuel Turizo,2020,pop,64,1533
Pieces,Muscadine Bloodline,2020,pop,69,1534
beau-papa,Vianney,2020,pop,59,1535
You're Just Like the Spring,Ruta MUR,2020,pop,31,1536
Ringo Starr,Pinguini Tattici Nucleari,2020,pop,57,1537
Las Locuras Mías,Silvestre Dangond,2020,pop,64,1538
Na ostří nože,Ewa Farna,2020,pop,45,1539
Play Date,Melanie Martinez,2020,pop,44,1540
GIVE HEAVEN SOME HELL,HARDY,2020,pop,71,1541
7 Stunden,LEA,2020,pop,55,1542
Aimer à mort,Louane,2020,pop,56,1543
Excuses,AP Dhillon,2020,pop,74,1544
Te Amo,Calema,2020,pop,53,1545
Freccia Bianca,Lucio Corsi,2020,pop,57,1546
